[   45608ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   45608ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49493ms] [WARNING] The key "maximum-scale-1.0" is not recognized and ignored. @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam:0
[   49540ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49553ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49553ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49561ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49561ms] [LOG] 🔍 [getPartnerNameByDomain] 입력: {hostname: www.machuda.kr, normalized: www.machuda.kr} @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49561ms] [LOG]   ❌ 결과: null @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49563ms] [WARNING] <meta name="apple-mobile-web-app-capable" content="yes"> is deprecated. Please include <meta name="mobile-web-app-capable" content="yes"> @ https://www.machuda.kr/learning/certification/%EB%B9%85%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D%EA%B8%B0%EC%82%AC/written/pastExam:0
[   49611ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49611ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
[   49611ms] [INFO] [Notifly] Notifly SDK is not initialized. Requested command will be executed as soon as the SDK is initialized. @ https://www.machuda.kr/_next/static/chunks/pages/_app-4df02a410eaa6a00.js:0
